clae6,letra,clae6_desc,clae2_desc,letra_desc
861020,Q,Servicios de internación en instituciones relacionadas con la salud mental,Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
862120,Q,"Servicios de proveedores de atención médica domiciliaria (Incluye las actividades llevadas a cabo en domicilios de pacientes con alta precoz, y que ofrecen atención por módulo) ",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
863300,Q,"Servicio médico integrado de consulta, diagnóstico y tratamiento",Servicios de salud humana,SALUD HUMANA Y SERVICIOS SOCIALES
870220,Q,Servicios de atención a personas minusválidas con alojamiento,Actividades de atención en instituciones,SALUD HUMANA Y SERVICIOS SOCIALES
870990,Q,Servicios sociales con alojamiento n.c.p.,Actividades de atención en instituciones,SALUD HUMANA Y SERVICIOS SOCIALES
870210,Q,Servicios de atención a ancianos con alojamiento,Actividades de atención en instituciones,SALUD HUMANA Y SERVICIOS SOCIALES
870910,Q,Servicios de atención a niños y adolescentes carenciados con alojamiento,Actividades de atención en instituciones,SALUD HUMANA Y SERVICIOS SOCIALES
870100,Q,"Servicios de atención a personas con problemas de salud mental o de adicciones, con alojamiento",Actividades de atención en instituciones,SALUD HUMANA Y SERVICIOS SOCIALES
870920,Q,Servicios de atención a mujeres con alojamiento,Actividades de atención en instituciones,SALUD HUMANA Y SERVICIOS SOCIALES
880000,Q,Servicios sociales sin alojamiento,Actividades de atención sin alojamiento,SALUD HUMANA Y SERVICIOS SOCIALES
900011,R,Producción de espectáculos teatrales y musicales,Servicios artísticos y de espectáculos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
900021,R,"Composición y representación de obras teatrales, musicales y artísticas (Incluye a compositores, actores, músicos, conferencistas, pintores, artistas plásticos etc.) ",Servicios artísticos y de espectáculos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
900040,R,Servicios de agencias de ventas de entradas,Servicios artísticos y de espectáculos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
900091,R,"Servicios de espectáculos artísticos n.c.p. (Incluye espectáculos circenses, de títeres, mimos, etc.)",Servicios artísticos y de espectáculos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
900030,R,"Servicios conexos a la producción de espectáculos teatrales y musicales  (Incluye diseño y manejo de escenografía, montaje de iluminación y sonido, etc.)",Servicios artísticos y de espectáculos,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
910200,R,Servicios de museos y preservación de lugares y edificios históricos,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
910300,R,"Servicios de jardines botánicos, zoológicos y de parques nacionales","Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
910100,R,Servicios de bibliotecas y archivos,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
910900,R,"Servicios culturales n.c.p. (Incluye actividades sociales, culturales, recreativas y de interés local desarrollado por centros vecinales, barriales, sociedades de fomento, clubes no deportivos, etc.)","Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
920009,R,Servicios relacionados con juegos de azar y apuestas n.c.p.,Juegos de azar y apuestas,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
920001,R,"Servicios de recepción de apuestas de quiniela, lotería y similares  ",Juegos de azar y apuestas,"SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931042,R,"Servicios prestados por profesionales y técnicos para la realización de prácticas deportivas (Incluye la actividad realizada por entrenadores, instructores, jueces árbitros, cronometradores, etc.)","Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931041,R,Servicios prestados por deportistas y atletas para la realización de prácticas deportivas,"Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931090,R,Servicios para la práctica deportiva n.c.p.,"Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931050,R,"Servicios de acondicionamiento físico (Incluye gimnasios de musculación, pilates, yoga, personal trainner, etc.)","Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931010,R,"Servicios de organización, dirección y gestión de prácticas deportivas en clubes (Incluye clubes de fútbol, golf, tiro, boxeo, etc.)","Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939020,R,"Servicios de salones de juegos (Incluye salones de billar, pool, bowling, juegos electrónicos, etc.) ","Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939090,R,Servicios de entretenimiento n.c.p.,"Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931020,R,"Explotación de instalaciones deportivas, excepto clubes","Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939010,R,Servicios de parques de diversiones y parques temáticos,"Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
939030,R,"Servicios de salones de baile, discotecas y similares","Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
931030,R,Promoción y producción de espectáculos deportivos,"Actividades deportivas, recreativas y de entretenimiento","SERVICIOS  ARTÍSTICOS, CULTURALES, DEPORTIVOS  Y DE ESPARCIMIENTO"
949200,S,Servicios de organizaciones políticas,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949910,S,"Servicios de mutuales, excepto mutuales de salud y financieras",Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949930,S,Servicios de cooperativas cuando realizan varias actividades,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
942000,S,Servicios de sindicatos,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949990,S,Servicios de asociaciones n.c.p.,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
941200,S,Servicios de organizaciones profesionales,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
941100,S,Servicios de organizaciones empresariales y de empleadores,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949920,S,Servicios de consorcios de edificios,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
949100,S,Servicios de organizaciones religiosas,Servicios de asociaciones,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
951100,S,Reparación y mantenimiento de equipos informáticos,Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952100,S,"Reparación de artículos eléctricos y electrónicos de uso doméstico (Incluye  TV, radios, reproductores cd's y dvd's, cámaras de video de uso familiar, heladeras, lavarropas, secarropas, aire acondicionado de menos de 6000 frigorías)",Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952920,S,Reparación de relojes y joyas. Relojerías,Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952200,S,Reparación de calzado y artículos de marroquinería,Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952910,S,"Reforma y reparación de cerraduras, duplicación de llaves. Cerrajerías",Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952300,S,Reparación de tapizados y muebles (Incluye la restauración de muebles),Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
951200,S,Reparación y mantenimiento de equipos de telefonía y de comunicación,Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
952990,S,"Reparación de efectos personales y enseres domésticos n.c.p. (Incluye la actividad de arreglos de prendas realizadas por modistas), (No incluye la actividad de sastres y modistas que confeccionan prendas: grupo 141)      ",Reparación de computadoras y equipos de uso doméstico,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960990,S,"Servicios personales n.c.p. (Incluye actividades de astrología y espiritismo, las realizadas con fines sociales como agencias matrimoniales, de investigaciones genealógicas, de contratación de acompañantes, la actividad de lustrabotas, acomodadores de autos, etc.)",Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960910,S,"Servicios de centros de estética, spa y similares (Incluye baños turcos, saunas, solarios, centros de masajes y adelgazamiento, etc.)",Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960101,S,Servicios de limpieza de prendas prestado por tintorerías rápidas,Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960201,S,Servicios de peluquería,Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960202,S,"Servicios de tratamiento de belleza, excepto los de peluquería",Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960102,S,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco",Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
960300,S,Pompas fúnebres y servicios conexos,Otros servicios personales,SERVICIOS DE ASOCIACIONES Y SERVICIOS PERSONALES
970000,T,Servicios de hogares privados que contratan servicio doméstico,Actividades de empleo doméstico,SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMESTICO
990000,U,Servicios de organizaciones y órganos extraterritoriales,Actividades de organismos extraterritoriales,SERVICIOS DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES
