Cueanexo,provincia,Departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET
620095316,RIO NEGRO,VALCHETA,0,0,0,1,0,0,0
620095317,RIO NEGRO,VALCHETA,0,0,0,1,0,0,0
620095318,RIO NEGRO,VALCHETA,0,0,0,1,0,0,0
620095319,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620095320,RIO NEGRO,25 DE MAYO,0,0,0,1,0,0,0
620095321,RIO NEGRO,9 DE JULIO,0,0,0,1,0,0,0
620095322,RIO NEGRO,25 DE MAYO,0,0,0,1,0,0,0
620095323,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620095324,RIO NEGRO,PILCANIYEU,0,0,0,1,0,0,0
620095327,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620095328,RIO NEGRO,ADOLFO ALSINA,0,0,0,1,0,0,0
620095330,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620095332,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620095336,RIO NEGRO,25 DE MAYO,0,0,0,1,0,0,0
620095337,RIO NEGRO,EL CUY,0,0,0,1,0,0,0
620095400,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620095500,RIO NEGRO,ADOLFO ALSINA,1,1,0,0,0,0,0
620095600,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620095700,RIO NEGRO,25 DE MAYO,1,0,0,0,0,0,0
620095800,RIO NEGRO,SAN ANTONIO,0,0,1,0,0,0,0
620095900,RIO NEGRO,AVELLANEDA,0,1,0,0,0,0,0
620096000,RIO NEGRO,ADOLFO ALSINA,0,0,0,1,0,0,0
620096100,RIO NEGRO,25 DE MAYO,1,0,0,0,0,0,0
620096200,RIO NEGRO,SAN ANTONIO,1,1,0,0,0,0,0
620096300,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620096400,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620096500,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620096600,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620096700,RIO NEGRO,GENERAL ROCA,0,0,1,0,0,0,0
620096800,RIO NEGRO,BARILOCHE,0,0,0,0,0,1,1
620096900,RIO NEGRO,BARILOCHE,0,1,0,0,0,0,0
620097000,RIO NEGRO,BARILOCHE,1,1,0,0,0,0,0
620097100,RIO NEGRO,BARILOCHE,1,1,0,0,0,0,0
620097200,RIO NEGRO,ADOLFO ALSINA,1,1,0,0,0,0,0
620097300,RIO NEGRO,BARILOCHE,1,1,0,0,0,0,0
620097400,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620097600,RIO NEGRO,BARILOCHE,0,1,0,0,0,0,0
620097700,RIO NEGRO,BARILOCHE,0,0,1,0,0,0,0
620097900,RIO NEGRO,25 DE MAYO,1,0,0,0,0,0,0
620098000,RIO NEGRO,ADOLFO ALSINA,1,1,0,0,0,0,0
620098100,RIO NEGRO,CONESA,1,1,0,0,0,0,0
620098200,RIO NEGRO,AVELLANEDA,0,0,1,0,0,0,0
620098300,RIO NEGRO,GENERAL ROCA,0,1,1,0,0,0,0
620098400,RIO NEGRO,GENERAL ROCA,0,0,1,0,0,0,0
620098500,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620098600,RIO NEGRO,ADOLFO ALSINA,0,1,0,0,0,0,0
620098700,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620098800,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620098900,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099000,RIO NEGRO,ADOLFO ALSINA,0,0,0,1,0,0,0
620099100,RIO NEGRO,GENERAL ROCA,0,0,1,0,0,0,0
620099200,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620099301,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099302,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099303,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099304,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099305,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099306,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099307,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099308,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099309,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099310,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099313,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620099314,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620099400,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620099500,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099600,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099700,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620099800,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620100000,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620100100,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620100200,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620100300,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620100301,RIO NEGRO,BARILOCHE,0,0,0,0,0,1,1
620100302,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620100305,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620100306,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,1,1
620100307,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,1,1
620100600,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620100700,RIO NEGRO,9 DE JULIO,1,1,0,0,0,0,0
620100800,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,0,0
620100900,RIO NEGRO,25 DE MAYO,0,0,0,1,1,0,0
620101000,RIO NEGRO,GENERAL ROCA,0,0,0,1,1,0,0
620101100,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620101200,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101201,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101300,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,1,0
620101400,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620101402,RIO NEGRO,9 DE JULIO,0,0,0,0,0,0,0
620101404,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620101405,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620101406,RIO NEGRO,ÑORQUINCO,0,0,0,0,0,0,0
620101407,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620101408,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101411,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620101413,RIO NEGRO,ÑORQUINCO,0,0,0,0,0,0,0
620101414,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620101416,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,0,0
620101417,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620101418,RIO NEGRO,9 DE JULIO,0,0,0,0,0,0,0
620101419,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620101420,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620101421,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620101425,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620101427,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620101428,RIO NEGRO,VALCHETA,0,0,0,0,0,0,0
620101429,RIO NEGRO,VALCHETA,0,0,0,0,0,0,0
620101430,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620101432,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,0,0
620101434,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101435,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620101436,RIO NEGRO,AVELLANEDA,0,0,0,0,0,0,0
620101437,RIO NEGRO,AVELLANEDA,0,0,0,0,0,0,0
620101438,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620101439,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101440,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101441,RIO NEGRO,9 DE JULIO,0,0,0,0,0,0,0
620101442,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620101443,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620101444,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620101445,RIO NEGRO,PICHI MAHUIDA,0,0,0,0,0,0,0
620101446,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101447,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620101500,RIO NEGRO,ADOLFO ALSINA,0,0,1,0,0,0,0
620101600,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620101700,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620101800,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620101900,RIO NEGRO,BARILOCHE,0,0,1,0,0,0,0
620102000,RIO NEGRO,GENERAL ROCA,0,0,1,0,0,0,0
620102100,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620102200,RIO NEGRO,AVELLANEDA,1,0,0,0,0,0,0
620102300,RIO NEGRO,VALCHETA,0,0,0,0,0,0,0
620102400,RIO NEGRO,VALCHETA,0,0,0,0,0,0,0
620102500,RIO NEGRO,VALCHETA,0,0,0,0,0,0,0
620102600,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620102700,RIO NEGRO,AVELLANEDA,0,0,0,0,0,0,0
620102800,RIO NEGRO,AVELLANEDA,0,0,0,0,0,0,0
620102900,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620103000,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620103100,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620103200,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620103500,RIO NEGRO,ÑORQUINCO,0,0,0,0,0,0,0
620103700,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620103800,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620103900,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620104000,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620104100,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620104200,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620104300,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620104400,RIO NEGRO,9 DE JULIO,0,0,0,0,0,0,0
620104500,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,0,0
620104600,RIO NEGRO,CONESA,0,0,0,0,0,0,0
620104700,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620104800,RIO NEGRO,CONESA,0,0,0,0,0,0,0
620104900,RIO NEGRO,AVELLANEDA,0,0,0,0,0,0,0
620105000,RIO NEGRO,ÑORQUINCO,0,0,0,0,0,0,0
620105100,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620105200,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620105300,RIO NEGRO,9 DE JULIO,0,0,0,0,0,0,0
620105400,RIO NEGRO,PILCANIYEU,0,0,0,0,0,0,0
620105600,RIO NEGRO,EL CUY,0,0,0,0,0,0,0
620105700,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620105800,RIO NEGRO,GENERAL ROCA,1,0,0,0,0,0,0
620105900,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620106000,RIO NEGRO,BARILOCHE,0,0,0,1,1,0,0
620106100,RIO NEGRO,AVELLANEDA,0,0,0,1,1,0,0
620106200,RIO NEGRO,BARILOCHE,0,1,1,0,0,0,0
620106300,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620106400,RIO NEGRO,EL CUY,0,1,0,0,0,0,0
620106500,RIO NEGRO,BARILOCHE,0,1,0,0,0,0,0
620106600,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620106601,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620106700,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620106800,RIO NEGRO,BARILOCHE,1,1,1,0,0,0,0
620106900,RIO NEGRO,BARILOCHE,0,0,1,0,0,0,0
620107000,RIO NEGRO,PILCANIYEU,0,0,0,0,0,1,1
620107100,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620107200,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620107300,RIO NEGRO,SAN ANTONIO,0,0,0,1,1,0,0
620107400,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620107401,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620107402,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620107403,RIO NEGRO,AVELLANEDA,0,0,0,0,0,0,0
620107404,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620107405,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620107406,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620107500,RIO NEGRO,PICHI MAHUIDA,0,0,0,0,0,1,0
620107600,RIO NEGRO,ADOLFO ALSINA,1,1,0,0,0,0,0
620107700,RIO NEGRO,ADOLFO ALSINA,1,1,0,0,0,0,0
620107800,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620107900,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620108000,RIO NEGRO,SAN ANTONIO,1,1,0,0,0,0,0
620108100,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620108200,RIO NEGRO,GENERAL ROCA,1,1,1,0,0,0,0
620108300,RIO NEGRO,ADOLFO ALSINA,0,1,1,0,0,0,0
620108400,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620108500,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620108600,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620108700,RIO NEGRO,AVELLANEDA,0,0,0,1,0,0,0
620108800,RIO NEGRO,ADOLFO ALSINA,0,0,0,1,0,0,0
620108900,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620109000,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620109100,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620109200,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620109300,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620109400,RIO NEGRO,9 DE JULIO,0,0,0,0,0,1,1
620109500,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
620109600,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620109700,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620109800,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620109900,RIO NEGRO,BARILOCHE,0,1,0,0,0,0,0
620110000,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620110200,RIO NEGRO,GENERAL ROCA,1,1,1,0,0,0,0
620110300,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620110302,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,1,0
620110400,RIO NEGRO,CONESA,0,0,0,0,0,1,1
620110500,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620110600,RIO NEGRO,BARILOCHE,0,1,1,0,0,0,0
620110700,RIO NEGRO,SAN ANTONIO,0,1,0,0,0,0,0
620110800,RIO NEGRO,ADOLFO ALSINA,0,0,0,1,0,0,0
620111000,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,1,0
620111100,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620111101,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,1
620111200,RIO NEGRO,BARILOCHE,0,0,0,0,0,1,0
620111300,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620111400,RIO NEGRO,ADOLFO ALSINA,0,1,0,0,0,0,0
620111500,RIO NEGRO,ADOLFO ALSINA,0,1,0,0,0,0,0
620111600,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620111700,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620111800,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620111900,RIO NEGRO,GENERAL ROCA,0,0,0,1,1,0,0
620112000,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620112100,RIO NEGRO,25 DE MAYO,0,0,0,1,1,0,0
620112200,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620112300,RIO NEGRO,GENERAL ROCA,0,1,1,0,0,0,0
620112400,RIO NEGRO,BARILOCHE,0,0,0,0,0,1,0
620112500,RIO NEGRO,GENERAL ROCA,0,1,1,0,0,0,0
620112600,RIO NEGRO,GENERAL ROCA,1,1,1,0,0,0,0
620112700,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620112800,RIO NEGRO,SAN ANTONIO,0,0,0,0,0,0,0
620112801,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620112802,RIO NEGRO,25 DE MAYO,0,0,0,0,0,0,0
620112803,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620112900,RIO NEGRO,GENERAL ROCA,0,1,1,0,0,0,0
620113000,RIO NEGRO,GENERAL ROCA,1,1,1,0,0,0,0
620113100,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620113200,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620113300,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620113400,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620113500,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620113600,RIO NEGRO,BARILOCHE,0,0,0,0,0,1,0
620113700,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620113800,RIO NEGRO,BARILOCHE,0,1,0,0,0,0,0
620113900,RIO NEGRO,BARILOCHE,0,1,0,0,0,0,0
620114000,RIO NEGRO,25 DE MAYO,0,0,0,0,0,1,0
620114100,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620114200,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,1,0
620114300,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620114500,RIO NEGRO,GENERAL ROCA,0,1,0,0,0,0,0
620114600,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620114800,RIO NEGRO,BARILOCHE,0,0,0,1,1,0,0
620114900,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620115000,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620115100,RIO NEGRO,BARILOCHE,0,0,0,1,0,0,0
620115200,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620115300,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620115400,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620115500,RIO NEGRO,BARILOCHE,0,0,1,0,0,0,0
620115600,RIO NEGRO,25 DE MAYO,0,1,0,0,0,0,0
620115700,RIO NEGRO,GENERAL ROCA,0,0,0,1,0,0,0
620115800,RIO NEGRO,GENERAL ROCA,1,1,0,0,0,0,0
620115900,RIO NEGRO,GENERAL ROCA,0,0,1,0,0,0,0
620116000,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,0,0
620116100,RIO NEGRO,BARILOCHE,0,0,0,0,0,0,0
620116200,RIO NEGRO,BARILOCHE,0,0,0,1,1,0,0
620116300,RIO NEGRO,ADOLFO ALSINA,0,1,0,0,0,0,0
620116400,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620116500,RIO NEGRO,GENERAL ROCA,0,0,0,0,0,1,0
620116700,RIO NEGRO,ADOLFO ALSINA,0,0,0,0,0,0,0
660000100,SALTA,CAPITAL,0,0,0,0,0,0,0
660000200,SALTA,CAPITAL,0,0,0,0,0,0,0
660000300,SALTA,CAPITAL,0,0,0,0,0,0,0
660000400,SALTA,CAPITAL,0,1,1,0,0,0,0
660000500,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660000600,SALTA,CAPITAL,0,0,0,1,0,0,0
660000800,SALTA,CAPITAL,0,0,0,1,0,1,0
660001200,SALTA,CAPITAL,0,1,1,0,0,0,0
660001600,SALTA,GENERAL GUEMES,0,0,0,1,1,0,0
660001800,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660001900,SALTA,MOLINOS,0,1,1,0,0,0,0
660002000,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002100,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002200,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002300,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002400,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002500,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002600,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660002700,SALTA,ANTA,0,0,0,1,0,0,0
660002800,SALTA,CAPITAL,0,0,0,1,0,0,0
660002900,SALTA,CAPITAL,0,1,1,0,0,0,0
660003000,SALTA,CAPITAL,0,1,1,0,0,0,0
660003100,SALTA,CAPITAL,0,1,1,1,0,0,0
660003300,SALTA,CAPITAL,0,0,0,1,0,0,0
660003400,SALTA,CAPITAL,0,1,1,1,0,0,0
660003500,SALTA,CAPITAL,0,1,1,1,0,1,0
660003800,SALTA,CAPITAL,0,1,1,1,0,1,0
660003801,SALTA,CAPITAL,0,1,1,0,0,0,0
660003900,SALTA,CAPITAL,0,0,0,1,0,0,0
660004200,SALTA,CAPITAL,0,0,1,1,0,0,0
660004300,SALTA,CAPITAL,0,0,0,0,0,0,0
660004400,SALTA,CAPITAL,0,1,1,0,0,0,0
660004500,SALTA,GENERAL GUEMES,0,0,0,1,0,0,0
660004600,SALTA,GENERAL GUEMES,0,1,1,0,0,0,0
660004700,SALTA,CAPITAL,0,1,1,1,0,0,0
660004800,SALTA,CAPITAL,0,1,1,1,0,0,0
660004900,SALTA,CAPITAL,0,0,0,1,1,0,0
660005000,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660005100,SALTA,CAPITAL,0,0,1,1,0,0,0
660005200,SALTA,ROSARIO DE LA FRONTERA,0,0,0,1,1,0,0
660005300,SALTA,ROSARIO DE LA FRONTERA,0,0,0,0,0,0,0
660005400,SALTA,CAPITAL,0,1,1,0,0,0,0
660005500,SALTA,ROSARIO DE LA FRONTERA,0,0,0,0,0,0,0
660005600,SALTA,CAPITAL,0,1,1,0,0,0,0
660005700,SALTA,CAPITAL,0,0,0,1,0,0,0
660005800,SALTA,CAPITAL,0,0,0,0,0,0,0
660005900,SALTA,CAPITAL,0,0,0,0,0,0,0
660006000,SALTA,CAPITAL,0,0,0,0,0,0,0
660006100,SALTA,CAPITAL,0,1,1,0,0,0,0
660006200,SALTA,CAPITAL,0,1,1,0,0,0,0
660006300,SALTA,CAPITAL,0,0,1,0,0,0,0
660006500,SALTA,CAPITAL,0,1,1,0,0,0,0
660006600,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,1,1,0,0
660006700,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,1,0,0,0
660006800,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,0,0,0,0
660006900,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,0,0,1,0
660007000,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,0,0,0,0
660007001,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,0,0,0,0
660007002,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,0,0,0,0
660007100,SALTA,GENERAL JOSE DE SAN MARTIN,0,1,1,0,0,0,0
660007200,SALTA,GENERAL JOSE DE SAN MARTIN,0,1,1,0,0,0,0
660007300,SALTA,GENERAL GUEMES,0,1,1,0,0,0,0
660007400,SALTA,GENERAL GUEMES,0,0,0,0,0,0,0
660007500,SALTA,GENERAL GUEMES,0,1,1,0,0,0,0
660007600,SALTA,GENERAL GUEMES,0,1,1,0,0,0,0
660007800,SALTA,GENERAL GUEMES,0,1,1,0,0,0,0
660008000,SALTA,GENERAL GUEMES,0,0,0,0,0,0,0
660008100,SALTA,GENERAL GUEMES,0,0,0,1,0,0,0
660008200,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660008300,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660008400,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660008500,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660008700,SALTA,ROSARIO DE LA FRONTERA,0,1,1,1,0,0,0
660008800,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660008900,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660009000,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660009100,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660009200,SALTA,SAN CARLOS,0,1,1,0,0,0,0
660009300,SALTA,MOLINOS,0,1,1,0,0,0,0
660009400,SALTA,MOLINOS,0,1,1,0,0,0,0
660009500,SALTA,MOLINOS,0,1,1,0,0,0,0
660009600,SALTA,MOLINOS,0,1,1,0,0,0,0
660009700,SALTA,MOLINOS,0,1,1,0,0,0,0
660009800,SALTA,MOLINOS,0,1,1,0,0,0,0
660009900,SALTA,MOLINOS,0,1,1,0,0,0,0
660010000,SALTA,MOLINOS,0,1,1,0,0,0,0
660010100,SALTA,MOLINOS,0,0,0,1,0,0,0
660010200,SALTA,CAPITAL,0,0,0,0,0,0,0
660010300,SALTA,CAPITAL,0,1,1,0,0,0,0
660010400,SALTA,ROSARIO DE LA FRONTERA,0,0,0,1,1,0,0
660010500,SALTA,CAPITAL,0,1,1,0,0,0,0
660010600,SALTA,CAPITAL,0,1,1,1,0,0,0
660010700,SALTA,ORAN,0,0,0,0,0,0,0
660010800,SALTA,ORAN,0,1,1,0,0,0,0
660010900,SALTA,ORAN,0,1,1,0,0,0,0
660011000,SALTA,CAPITAL,0,1,1,0,0,0,0
660011100,SALTA,CAPITAL,0,1,1,0,0,0,0
660011200,SALTA,CAPITAL,0,1,1,1,0,0,0
660011300,SALTA,CAPITAL,0,0,0,1,1,0,0
660011400,SALTA,CAPITAL,0,0,0,1,1,0,0
660011500,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,0,0,0,0
660011700,SALTA,GENERAL JOSE DE SAN MARTIN,0,0,0,1,1,0,0
660011800,SALTA,GENERAL GUEMES,0,1,1,0,0,0,0
660011900,SALTA,CAPITAL,0,1,1,0,0,0,0
660012000,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660012100,SALTA,CAPITAL,0,1,1,1,0,0,0
660012200,SALTA,ROSARIO DE LA FRONTERA,0,1,1,0,0,0,0
660012300,SALTA,MOLINOS,0,1,1,0,0,0,0
660012400,SALTA,MOLINOS,0,1,1,0,0,0,0
660012500,SALTA,MOLINOS,0,1,1,0,0,0,0
660012700,SALTA,CAPITAL,0,0,0,0,0,0,0
660012701,SALTA,CAPITAL,0,0,0,0,0,0,0
660012800,SALTA,GUACHIPAS,0,1,1,0,0,0,0
