Cueanexo,provincia,Departamento,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET
060624900,BUENOS AIRES,TRENQUE LAUQUEN,0,0,0,1,0,0,0
060625000,BUENOS AIRES,TRENQUE LAUQUEN,0,0,1,0,0,0,0
060625100,BUENOS AIRES,TRENQUE LAUQUEN,0,0,1,0,0,0,0
060625200,BUENOS AIRES,MORENO,0,1,1,0,0,0,0
060625300,BUENOS AIRES,MORENO,0,0,0,1,0,0,0
060625301,BUENOS AIRES,MORENO,0,0,0,1,0,0,0
060625400,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060625500,BUENOS AIRES,MORENO,0,1,1,0,0,0,0
060625700,BUENOS AIRES,MORENO,0,0,0,1,0,0,0
060625800,BUENOS AIRES,TRENQUE LAUQUEN,0,0,1,0,0,0,0
060625900,BUENOS AIRES,LA PLATA,0,0,0,1,0,0,0
060626000,BUENOS AIRES,LA PLATA,0,0,0,1,0,0,0
060626100,BUENOS AIRES,LA PLATA,0,0,0,1,0,0,0
060626101,BUENOS AIRES,LA PLATA,0,0,0,1,0,0,0
060626200,BUENOS AIRES,HURLINGHAM,0,0,0,1,0,0,0
060626300,BUENOS AIRES,MORON,0,0,1,0,0,0,0
060626400,BUENOS AIRES,MORON,0,0,1,0,0,0,0
060626700,BUENOS AIRES,HURLINGHAM,0,0,0,1,0,0,0
060626800,BUENOS AIRES,HURLINGHAM,0,0,0,1,1,0,0
060626900,BUENOS AIRES,HURLINGHAM,0,0,0,1,0,0,0
060627000,BUENOS AIRES,HURLINGHAM,0,0,0,1,0,0,0
060627100,BUENOS AIRES,MORON,0,0,0,1,0,0,0
060627200,BUENOS AIRES,ZARATE,0,1,0,0,0,0,0
060627300,BUENOS AIRES,ITUZAINGO,0,0,0,1,0,0,0
060627400,BUENOS AIRES,HURLINGHAM,0,1,0,0,0,0,0
060627500,BUENOS AIRES,HURLINGHAM,0,0,1,0,0,0,0
060627600,BUENOS AIRES,MORON,0,0,1,0,0,0,0
060627700,BUENOS AIRES,ITUZAINGO,0,0,1,0,0,0,0
060627800,BUENOS AIRES,ZARATE,0,0,1,0,0,0,0
060627900,BUENOS AIRES,ZARATE,0,1,0,0,0,0,0
060628100,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060628200,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060628300,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060628400,BUENOS AIRES,CARLOS TEJEDOR,0,0,0,1,0,0,0
060628500,BUENOS AIRES,CARMEN DE ARECO,0,0,1,0,0,0,0
060628600,BUENOS AIRES,9 DE JULIO,0,0,1,0,0,0,0
060628700,BUENOS AIRES,9 DE JULIO,0,0,0,0,0,0,0
060628800,BUENOS AIRES,VILLA GESELL,0,0,0,1,1,0,0
060628900,BUENOS AIRES,9 DE JULIO,0,0,1,0,0,0,0
060629100,BUENOS AIRES,GENERAL PUEYRREDON,0,0,1,0,0,0,0
060629200,BUENOS AIRES,CORONEL DE MARINA L ROSALES,0,1,0,0,0,0,0
060629300,BUENOS AIRES,VICENTE LOPEZ,0,1,1,0,0,0,0
060629400,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060629500,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060629600,BUENOS AIRES,MORENO,0,0,0,0,0,0,0
060629601,BUENOS AIRES,MORENO,0,0,0,0,0,0,0
060629602,BUENOS AIRES,MORENO,0,0,0,0,0,0,0
060629603,BUENOS AIRES,MORENO,0,0,0,0,0,0,0
060629700,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060629800,BUENOS AIRES,VILLA GESELL,1,1,0,0,0,0,0
060630000,BUENOS AIRES,CARLOS TEJEDOR,0,0,0,0,0,0,0
060630100,BUENOS AIRES,CARLOS TEJEDOR,1,1,0,0,0,0,0
060630200,BUENOS AIRES,CARLOS TEJEDOR,0,0,0,0,0,1,0
060630300,BUENOS AIRES,CARLOS TEJEDOR,1,1,0,0,0,0,0
060630400,BUENOS AIRES,CARMEN DE ARECO,0,0,0,1,0,0,0
060630403,BUENOS AIRES,CARMEN DE ARECO,0,0,0,1,0,0,0
060630500,BUENOS AIRES,CARMEN DE ARECO,1,1,0,0,0,0,0
060630600,BUENOS AIRES,CARMEN DE ARECO,0,0,1,0,0,0,0
060630700,BUENOS AIRES,CARMEN DE ARECO,0,0,1,0,0,0,0
060630800,BUENOS AIRES,CARMEN DE ARECO,0,0,0,0,0,0,0
060631000,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060631100,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060631200,BUENOS AIRES,CARLOS TEJEDOR,0,0,0,1,0,0,0
060631201,BUENOS AIRES,CARLOS TEJEDOR,0,0,0,1,0,0,0
060631300,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060631400,BUENOS AIRES,CARLOS TEJEDOR,0,0,1,0,0,0,0
060631500,BUENOS AIRES,CARLOS TEJEDOR,0,0,0,0,0,0,0
060631600,BUENOS AIRES,CARLOS TEJEDOR,0,1,0,0,0,0,0
060631700,BUENOS AIRES,CARLOS TEJEDOR,1,1,0,0,0,0,0
060631800,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060632000,BUENOS AIRES,SAN PEDRO,0,0,1,0,0,0,0
060632100,BUENOS AIRES,SAN PEDRO,0,0,1,0,0,0,0
060632300,BUENOS AIRES,SAN PEDRO,1,1,0,0,0,0,0
060632400,BUENOS AIRES,SAN PEDRO,0,0,1,0,0,0,0
060632500,BUENOS AIRES,SAN PEDRO,0,0,1,0,0,0,0
060632600,BUENOS AIRES,CHIVILCOY,0,0,1,0,0,0,0
060632800,BUENOS AIRES,MALVINAS ARGENTINAS,0,0,1,0,0,0,0
060632900,BUENOS AIRES,MARCOS PAZ,0,0,1,0,0,0,0
060633000,BUENOS AIRES,MARCOS PAZ,1,1,0,0,0,0,0
060633100,BUENOS AIRES,SAN MIGUEL,0,0,0,0,0,1,0
060633200,BUENOS AIRES,JOSE C. PAZ,0,0,1,0,0,0,0
060633300,BUENOS AIRES,AZUL,0,0,0,0,0,0,0
060633400,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060633500,BUENOS AIRES,AZUL,1,1,0,0,0,0,0
060633600,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060633700,BUENOS AIRES,AZUL,1,1,0,0,0,0,0
060633800,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060633900,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060634000,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060634100,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060634300,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060634400,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060634500,BUENOS AIRES,AZUL,0,0,0,0,0,1,0
060634600,BUENOS AIRES,AZUL,0,0,1,0,0,0,0
060634700,BUENOS AIRES,AZUL,0,0,0,0,0,0,0
060634900,BUENOS AIRES,CORONEL PRINGLES,0,0,1,0,0,0,0
060635000,BUENOS AIRES,CORONEL PRINGLES,0,0,0,1,0,0,0
060635100,BUENOS AIRES,CORONEL PRINGLES,1,1,0,0,0,0,0
060635200,BUENOS AIRES,CORONEL PRINGLES,0,0,1,0,0,0,0
060635300,BUENOS AIRES,CORONEL PRINGLES,0,0,1,0,0,0,0
060635400,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060635500,BUENOS AIRES,GENERAL VILLEGAS,0,1,0,0,0,0,0
060635600,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060635700,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060635800,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060635900,BUENOS AIRES,GENERAL VILLEGAS,0,0,0,1,0,0,0
060636000,BUENOS AIRES,GENERAL VILLEGAS,0,1,0,0,0,0,0
060636100,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060636200,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060636300,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060636400,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060636700,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060636800,BUENOS AIRES,GENERAL VILLEGAS,0,1,0,0,0,0,0
060637100,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060637200,BUENOS AIRES,GENERAL VILLEGAS,0,0,1,0,0,0,0
060637300,BUENOS AIRES,GENERAL VILLEGAS,1,1,0,0,0,0,0
060637400,BUENOS AIRES,GENERAL VILLEGAS,0,0,0,1,0,0,0
060637600,BUENOS AIRES,GENERAL VILLEGAS,0,0,0,1,0,0,0
060637700,BUENOS AIRES,GENERAL VILLEGAS,0,0,0,1,1,0,0
060637800,BUENOS AIRES,PUNTA INDIO,0,0,1,0,0,0,0
060637900,BUENOS AIRES,PUNTA INDIO,0,0,1,0,0,0,0
060638000,BUENOS AIRES,PUNTA INDIO,0,0,0,1,0,0,0
060638100,BUENOS AIRES,PUNTA INDIO,0,0,0,0,0,0,0
060638200,BUENOS AIRES,MAGDALENA,0,0,1,0,0,0,0
060638300,BUENOS AIRES,PUNTA INDIO,0,0,0,1,1,0,0
060638400,BUENOS AIRES,25 DE MAYO,0,0,0,0,0,1,0
060638401,BUENOS AIRES,25 DE MAYO,0,0,0,0,0,1,0
060638500,BUENOS AIRES,25 DE MAYO,0,0,0,1,0,0,0
060638600,BUENOS AIRES,LOBERIA,0,0,0,1,1,0,0
060638800,BUENOS AIRES,LOBERIA,0,0,1,0,0,0,0
060639000,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060639100,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060639200,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060639400,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060639500,BUENOS AIRES,TANDIL,1,1,0,0,0,0,0
060639600,BUENOS AIRES,CAÑUELAS,0,0,1,0,0,0,0
060639700,BUENOS AIRES,CAÑUELAS,0,0,1,0,0,0,0
060639800,BUENOS AIRES,CAÑUELAS,0,0,1,0,0,0,0
060639900,BUENOS AIRES,MONTE HERMOSO,0,0,1,0,0,0,0
060640000,BUENOS AIRES,MONTE HERMOSO,0,0,1,0,0,0,0
060640100,BUENOS AIRES,MONTE HERMOSO,0,0,1,0,0,0,0
060640200,BUENOS AIRES,MONTE HERMOSO,0,0,0,1,0,0,0
060640400,BUENOS AIRES,MONTE HERMOSO,0,0,0,0,0,0,0
060640500,BUENOS AIRES,MONTE HERMOSO,0,0,0,0,0,0,0
060640700,BUENOS AIRES,LA PLATA,0,0,0,0,0,0,0
060640800,BUENOS AIRES,LA PLATA,0,0,0,0,0,1,0
060640900,BUENOS AIRES,LA PLATA,0,1,0,0,0,0,0
060641100,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060641200,BUENOS AIRES,LA PLATA,0,0,0,0,0,1,0
060641400,BUENOS AIRES,LA PLATA,0,0,0,1,0,0,0
060641500,BUENOS AIRES,LA PLATA,0,0,0,1,0,0,0
060641600,BUENOS AIRES,LA PLATA,0,0,1,0,0,0,0
060641800,BUENOS AIRES,LA PLATA,0,1,0,0,0,0,0
060642000,BUENOS AIRES,LA PLATA,0,0,1,0,0,0,0
060642100,BUENOS AIRES,LA PLATA,0,0,1,0,0,0,0
060642200,BUENOS AIRES,BENITO JUAREZ,1,1,0,0,0,0,0
060642300,BUENOS AIRES,BENITO JUAREZ,0,0,0,1,0,0,0
060642301,BUENOS AIRES,BENITO JUAREZ,0,0,0,1,0,0,0
060642400,BUENOS AIRES,BENITO JUAREZ,0,0,0,0,0,1,0
060642500,BUENOS AIRES,BENITO JUAREZ,0,0,1,0,0,0,0
060642600,BUENOS AIRES,BENITO JUAREZ,0,1,1,0,0,0,0
060642700,BUENOS AIRES,LA PLATA,0,1,1,0,0,0,0
060642800,BUENOS AIRES,LA PLATA,0,0,1,0,0,0,0
060642900,BUENOS AIRES,LA PLATA,0,1,0,0,0,0,0
060643000,BUENOS AIRES,LA PLATA,0,1,1,0,0,0,0
060643100,BUENOS AIRES,LA PLATA,0,0,0,0,0,1,1
060643200,BUENOS AIRES,LA PLATA,0,0,1,0,0,0,0
060643400,BUENOS AIRES,TRENQUE LAUQUEN,1,1,0,0,0,0,0
060643500,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060643600,BUENOS AIRES,MORENO,0,0,0,0,0,1,0
060643700,BUENOS AIRES,LA PLATA,0,0,0,0,0,1,0
060643800,BUENOS AIRES,MORENO,0,0,0,0,0,0,0
060643900,BUENOS AIRES,LA PLATA,0,0,0,0,0,1,0
060644000,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060644100,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060644200,BUENOS AIRES,MORON,0,0,0,1,1,0,0
060644300,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060644400,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060644500,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060644600,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060644700,BUENOS AIRES,MORENO,0,0,0,1,1,0,0
060644800,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060644900,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060645000,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060645100,BUENOS AIRES,MORENO,0,0,0,1,0,0,0
060645200,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060645300,BUENOS AIRES,MORENO,1,1,0,0,0,0,0
060645400,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060645600,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060645700,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060645900,BUENOS AIRES,MORENO,0,0,1,0,0,0,0
060646000,BUENOS AIRES,MORENO,0,1,0,0,0,0,0
060646100,BUENOS AIRES,SAN ANTONIO DE ARECO,0,0,0,0,0,1,0
060646200,BUENOS AIRES,SAN ANTONIO DE ARECO,0,0,0,0,0,1,1
060646300,BUENOS AIRES,SAN ANTONIO DE ARECO,0,1,0,0,0,0,0
060646400,BUENOS AIRES,SAN ANTONIO DE ARECO,0,0,1,0,0,0,0
060646500,BUENOS AIRES,SAN ANTONIO DE ARECO,0,0,0,0,0,0,0
060646600,BUENOS AIRES,SAN ANTONIO DE ARECO,1,1,0,0,0,0,0
060646700,BUENOS AIRES,SAN ANTONIO DE ARECO,0,0,1,0,0,0,0
060646800,BUENOS AIRES,SAN ANTONIO DE ARECO,0,0,0,0,0,0,0
060647000,BUENOS AIRES,DAIREAUX,1,1,0,0,0,0,0
060647100,BUENOS AIRES,DAIREAUX,0,0,0,1,0,0,0
060647200,BUENOS AIRES,DAIREAUX,0,0,1,0,0,0,0
060647300,BUENOS AIRES,CHIVILCOY,0,0,1,0,0,0,0
060647400,BUENOS AIRES,CHIVILCOY,0,0,0,1,0,0,0
060647500,BUENOS AIRES,CHIVILCOY,0,0,0,1,0,0,0
060647600,BUENOS AIRES,CHIVILCOY,0,0,1,0,0,0,0
060647700,BUENOS AIRES,CHIVILCOY,1,1,0,0,0,0,0
060647800,BUENOS AIRES,ALMIRANTE BROWN,0,0,1,0,0,0,0
060647900,BUENOS AIRES,ALMIRANTE BROWN,0,1,0,0,0,0,0
060648000,BUENOS AIRES,GENERAL LAVALLE,0,0,1,0,0,0,0
060648100,BUENOS AIRES,MERLO,0,0,0,0,0,0,0
060648200,BUENOS AIRES,GENERAL LAVALLE,0,0,1,0,0,0,0
060648500,BUENOS AIRES,BRANDSEN,0,0,1,0,0,0,0
060648600,BUENOS AIRES,GENERAL PAZ,0,0,1,0,0,0,0
060648700,BUENOS AIRES,GENERAL PAZ,0,0,1,0,0,0,0
060648800,BUENOS AIRES,GENERAL PAZ,0,0,1,0,0,0,0
060648900,BUENOS AIRES,BOLIVAR,0,1,0,0,0,0,0
060649000,BUENOS AIRES,PERGAMINO,0,0,1,0,0,0,0
060649100,BUENOS AIRES,ALMIRANTE BROWN,0,1,0,0,0,0,0
060649200,BUENOS AIRES,GENERAL PAZ,0,0,1,0,0,0,0
060649300,BUENOS AIRES,TANDIL,0,0,0,1,1,0,0
060649400,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060649500,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060649600,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060649700,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060649800,BUENOS AIRES,TANDIL,1,1,0,0,0,0,0
060649900,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060650000,BUENOS AIRES,TANDIL,0,0,0,0,0,0,0
060650100,BUENOS AIRES,TANDIL,0,0,0,1,1,0,0
060650200,BUENOS AIRES,TANDIL,0,0,1,0,0,0,0
060650300,BUENOS AIRES,PILAR,0,1,0,0,0,0,0
060650400,BUENOS AIRES,PILAR,0,0,0,1,0,0,0
060650500,BUENOS AIRES,PILAR,0,1,1,0,0,0,0
060650600,BUENOS AIRES,PILAR,0,0,1,0,0,0,0
060650700,BUENOS AIRES,PILAR,0,0,1,0,0,0,0
060650800,BUENOS AIRES,PILAR,0,1,0,0,0,0,0
060650900,BUENOS AIRES,PILAR,0,0,0,1,0,0,0
060651000,BUENOS AIRES,PILAR,0,0,0,1,0,0,0
060651100,BUENOS AIRES,ARRECIFES,0,0,1,0,0,0,0
060651200,BUENOS AIRES,ARRECIFES,0,0,1,0,0,0,0
060651300,BUENOS AIRES,ARRECIFES,0,0,1,0,0,0,0
060651400,BUENOS AIRES,ARRECIFES,0,0,0,1,0,0,0
060651600,BUENOS AIRES,GENERAL LAVALLE,0,0,1,0,0,0,0
060651800,BUENOS AIRES,TIGRE,0,0,1,0,0,0,0
060651900,BUENOS AIRES,MONTE,0,0,1,0,0,0,0
060652000,BUENOS AIRES,ALMIRANTE BROWN,0,1,0,0,0,0,0
060652200,BUENOS AIRES,SAN PEDRO,0,1,0,0,0,0,0
060652300,BUENOS AIRES,SAN PEDRO,0,1,0,0,0,0,0
060652400,BUENOS AIRES,SAN FERNANDO,0,0,1,0,0,0,0
060652600,BUENOS AIRES,SAN FERNANDO,0,0,0,0,0,1,1
060652700,BUENOS AIRES,SAN FERNANDO,0,0,0,1,0,0,0
060652800,BUENOS AIRES,SAN FERNANDO,0,0,1,0,0,0,0
060652900,BUENOS AIRES,SAN FERNANDO,0,0,0,0,0,0,0
060653000,BUENOS AIRES,SAN FERNANDO,0,1,0,0,0,0,0
060653300,BUENOS AIRES,ROJAS,0,1,0,0,0,0,0
060653400,BUENOS AIRES,ROJAS,0,0,0,1,0,0,0
060653500,BUENOS AIRES,ROJAS,0,0,1,0,0,0,0
060653600,BUENOS AIRES,ROJAS,0,0,0,1,0,0,0
060653700,BUENOS AIRES,ROJAS,0,0,0,0,0,0,0
060653900,BUENOS AIRES,SAN NICOLAS,0,0,1,0,0,0,0
060654000,BUENOS AIRES,SAN NICOLAS,0,0,1,0,0,0,0
060654100,BUENOS AIRES,9 DE JULIO,0,0,0,0,0,0,0
060654200,BUENOS AIRES,RAMALLO,0,0,0,0,0,0,0
060654300,BUENOS AIRES,COLON,0,0,0,0,0,0,0
060654301,BUENOS AIRES,COLON,0,0,0,0,0,0,0
060654302,BUENOS AIRES,COLON,0,0,0,0,0,0,0
060654400,BUENOS AIRES,RAMALLO,0,0,1,0,0,0,0
060654500,BUENOS AIRES,VILLA GESELL,0,0,1,0,0,0,0
060654600,BUENOS AIRES,VILLA GESELL,0,1,1,0,0,0,0
060654700,BUENOS AIRES,VILLA GESELL,0,1,1,0,0,0,0
060654900,BUENOS AIRES,VILLA GESELL,0,0,0,0,0,1,0
060655000,BUENOS AIRES,SAN NICOLAS,0,1,0,0,0,0,0
060655100,BUENOS AIRES,9 DE JULIO,0,0,0,0,0,0,0
060655200,BUENOS AIRES,9 DE JULIO,1,1,0,0,0,0,0
060655500,BUENOS AIRES,9 DE JULIO,0,0,1,0,0,0,0
060655700,BUENOS AIRES,9 DE JULIO,0,0,1,0,0,0,0
060655800,BUENOS AIRES,COLON,0,1,0,0,0,0,0
060655900,BUENOS AIRES,RAMALLO,0,0,1,0,0,0,0
060656000,BUENOS AIRES,RAMALLO,0,0,0,0,0,1,0
060656200,BUENOS AIRES,VILLA GESELL,0,0,1,0,0,0,0
060656300,BUENOS AIRES,VILLA GESELL,0,0,1,0,0,0,0
060656400,BUENOS AIRES,VILLA GESELL,0,1,0,0,0,0,0
060656500,BUENOS AIRES,SAN NICOLAS,0,1,1,0,0,0,0
060656600,BUENOS AIRES,SAN NICOLAS,0,0,1,0,0,0,0
060656700,BUENOS AIRES,SAN NICOLAS,0,0,1,0,0,0,0
060656800,BUENOS AIRES,SAN NICOLAS,0,0,0,1,0,0,0
060656900,BUENOS AIRES,ARRECIFES,0,0,1,0,0,0,0
060657000,BUENOS AIRES,ARRECIFES,0,0,1,0,0,0,0
060657100,BUENOS AIRES,ALMIRANTE BROWN,0,0,1,0,0,0,0
060657200,BUENOS AIRES,ALMIRANTE BROWN,0,0,1,0,0,0,0
060657300,BUENOS AIRES,ALMIRANTE BROWN,0,1,0,0,0,0,0
060657400,BUENOS AIRES,ALMIRANTE BROWN,0,0,0,1,0,0,0
060657500,BUENOS AIRES,ALMIRANTE BROWN,0,0,0,1,0,0,0
060657600,BUENOS AIRES,ALMIRANTE BROWN,0,0,0,0,0,1,0
060657800,BUENOS AIRES,ALMIRANTE BROWN,0,0,1,0,0,0,0
060657900,BUENOS AIRES,VICENTE LOPEZ,0,0,1,0,0,0,0
060658100,BUENOS AIRES,VICENTE LOPEZ,0,0,0,1,0,0,0
060658200,BUENOS AIRES,VICENTE LOPEZ,0,0,1,0,0,0,0
060658400,BUENOS AIRES,VICENTE LOPEZ,0,0,1,0,0,0,0
060658600,BUENOS AIRES,LOMAS DE ZAMORA,0,0,1,0,0,0,0
060658700,BUENOS AIRES,LOMAS DE ZAMORA,0,0,1,0,0,0,0
060658800,BUENOS AIRES,LOMAS DE ZAMORA,0,1,0,0,0,0,0
060658900,BUENOS AIRES,LOMAS DE ZAMORA,0,0,1,0,0,0,0
060659000,BUENOS AIRES,LOMAS DE ZAMORA,0,1,0,0,0,0,0
060659100,BUENOS AIRES,LOMAS DE ZAMORA,0,0,1,0,0,0,0
060659300,BUENOS AIRES,LOMAS DE ZAMORA,0,0,0,1,0,0,0
060659400,BUENOS AIRES,LOMAS DE ZAMORA,0,1,0,0,0,0,0
060659500,BUENOS AIRES,LOMAS DE ZAMORA,0,0,1,0,0,0,0
060659600,BUENOS AIRES,LOMAS DE ZAMORA,0,0,0,1,0,0,0
060659700,BUENOS AIRES,AVELLANEDA,0,0,0,0,0,1,1
060659800,BUENOS AIRES,AVELLANEDA,1,1,0,0,0,0,0
060659900,BUENOS AIRES,AVELLANEDA,0,0,1,0,0,0,0
060660000,BUENOS AIRES,AVELLANEDA,0,0,1,0,0,0,0
060660100,BUENOS AIRES,LOMAS DE ZAMORA,0,1,0,0,0,0,0
060660200,BUENOS AIRES,LOMAS DE ZAMORA,0,1,0,0,0,0,0
060660300,BUENOS AIRES,LOMAS DE ZAMORA,0,0,1,0,0,0,0
060660400,BUENOS AIRES,AVELLANEDA,0,0,0,1,0,0,0
060660500,BUENOS AIRES,AVELLANEDA,0,0,0,0,0,0,0
060660600,BUENOS AIRES,GENERAL PINTO,0,0,0,1,1,0,0
060660700,BUENOS AIRES,GENERAL PINTO,0,0,1,0,0,0,0
060660800,BUENOS AIRES,ADOLFO GONZALES CHAVES,0,0,0,0,0,0,0
060660900,BUENOS AIRES,ADOLFO GONZALES CHAVES,0,0,0,0,0,0,0
060661000,BUENOS AIRES,ADOLFO GONZALES CHAVES,0,0,0,0,0,1,0
060661100,BUENOS AIRES,ADOLFO GONZALES CHAVES,1,1,0,0,0,0,0
060661200,BUENOS AIRES,ADOLFO GONZALES CHAVES,1,1,0,0,0,0,0
060661300,BUENOS AIRES,GENERAL PINTO,0,0,1,0,0,0,0
060661500,BUENOS AIRES,NAVARRO,0,0,1,0,0,0,0
060661600,BUENOS AIRES,QUILMES,0,1,0,0,0,0,0
060661700,BUENOS AIRES,QUILMES,0,1,0,0,0,0,0
060661800,BUENOS AIRES,QUILMES,0,1,0,0,0,0,0
060661900,BUENOS AIRES,QUILMES,0,0,0,1,0,0,0
060662000,BUENOS AIRES,QUILMES,0,0,0,1,0,0,0
060662100,BUENOS AIRES,QUILMES,0,0,0,1,0,0,0
060662300,BUENOS AIRES,QUILMES,0,0,0,0,0,0,0
060662400,BUENOS AIRES,QUILMES,0,0,0,0,0,1,0
060662500,BUENOS AIRES,LA MATANZA,0,1,0,0,0,0,0
060662600,BUENOS AIRES,LA MATANZA,0,1,0,0,0,0,0
060662700,BUENOS AIRES,LA MATANZA,0,0,1,0,0,0,0
060662800,BUENOS AIRES,LA MATANZA,0,1,0,0,0,0,0
060662900,BUENOS AIRES,LA MATANZA,1,1,0,0,0,0,0
060663000,BUENOS AIRES,LA MATANZA,0,1,1,0,0,0,0
060663100,BUENOS AIRES,LA MATANZA,0,1,0,0,0,0,0
060663200,BUENOS AIRES,LA MATANZA,1,1,0,0,0,0,0
060663300,BUENOS AIRES,LA MATANZA,0,1,0,0,0,0,0
060663400,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060663500,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060663600,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060663700,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060663800,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060663900,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664000,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664100,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664200,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664300,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664400,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664500,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664600,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664700,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664800,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060664900,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060665100,BUENOS AIRES,RIVADAVIA,0,0,1,0,0,0,0
060665200,BUENOS AIRES,RIVADAVIA,0,0,0,0,0,0,0
060665201,BUENOS AIRES,RIVADAVIA,0,0,0,0,0,0,0
060665300,BUENOS AIRES,RIVADAVIA,0,0,0,0,0,0,0
060665400,BUENOS AIRES,RIVADAVIA,0,0,0,0,0,0,0
060665500,BUENOS AIRES,RIVADAVIA,0,1,0,0,0,0,0
060665600,BUENOS AIRES,RIVADAVIA,0,1,0,0,0,0,0
060665700,BUENOS AIRES,RIVADAVIA,1,1,0,0,0,0,0
060665800,BUENOS AIRES,RIVADAVIA,1,1,0,0,0,0,0
060665900,BUENOS AIRES,RIVADAVIA,0,1,0,0,0,0,0
060666000,BUENOS AIRES,RIVADAVIA,0,1,0,0,0,0,0
060666100,BUENOS AIRES,RIVADAVIA,0,0,0,1,0,0,0
060666300,BUENOS AIRES,RIVADAVIA,0,0,0,1,0,0,0
